"rules","support","confidence","lift"
"{candy} => {whole milk}",0.008235054900366,0.275510204081633,1.07835987558573
"{ham} => {yogurt}",0.00671004473363156,0.2578125,1.84828261661808
"{ham} => {rolls/buns}",0.00691337942252948,0.265625,1.4442716970702
"{ham} => {other vegetables}",0.00915006100040667,0.3515625,1.81711442459275
"{ham} => {whole milk}",0.0114884099227328,0.44140625,1.7276847890967
"{sliced cheese} => {sausage}",0.00701504676697845,0.286307053941909,3.047744786334
"{sliced cheese} => {yogurt}",0.00803172021146808,0.327800829875519,2.35003568706676
"{sliced cheese} => {rolls/buns}",0.00762505083367222,0.311203319502075,1.69209278641371
"{sliced cheese} => {other vegetables}",0.00904839365595771,0.369294605809129,1.90876602350951
"{sliced cheese} => {whole milk}",0.0107767385115901,0.439834024896266,1.72153102621555
"{oil} => {root vegetables}",0.00701504676697845,0.25,2.29384328358209
"{oil} => {other vegetables}",0.00996339975599837,0.355072463768116,1.83525630773683
"{oil} => {whole milk}",0.0112850752338349,0.402173913043478,1.57412758006194
"{onions} => {root vegetables}",0.00945506303375356,0.304918032786885,2.79773672620504
"{onions} => {other vegetables}",0.0142334282228548,0.459016393442623,2.37250932522419
"{onions} => {whole milk}",0.0120984139894266,0.390163934426229,1.52711995981552
"{berries} => {whipped/sour cream}",0.00904839365595771,0.27217125382263,3.79727156397076
"{berries} => {yogurt}",0.0105734038226922,0.318042813455657,2.28007952853487
"{berries} => {other vegetables}",0.0102684017893453,0.308868501529052,1.59644276460313
"{berries} => {whole milk}",0.0117934119560797,0.35474006116208,1.38846925650227
"{hamburger meat} => {rolls/buns}",0.00864172427816185,0.259938837920489,1.41335456594026
"{hamburger meat} => {other vegetables}",0.013826758845059,0.415902140672783,2.14966550481213
"{hamburger meat} => {whole milk}",0.0147417649450996,0.443425076452599,1.73558657062784
"{hygiene articles} => {other vegetables}",0.00955673037820252,0.290123456790123,1.49955560745541
"{hygiene articles} => {whole milk}",0.0128100854005693,0.388888888888889,1.52212937171154
"{salty snack} => {other vegetables}",0.0107767385115901,0.28494623655914,1.47279620745964
"{salty snack} => {whole milk}",0.0111834078893859,0.295698924731183,1.1573794761862
"{sugar} => {other vegetables}",0.0107767385115901,0.318318318318318,1.64528585337834
"{sugar} => {whole milk}",0.0150467669784465,0.444444444444444,1.73957642481319
"{waffles} => {other vegetables}",0.0100650671004473,0.261904761904762,1.35370217451142
"{waffles} => {whole milk}",0.0127084180561204,0.330687830687831,1.29432769703363
"{long life bakery product} => {other vegetables}",0.0106750711671411,0.285326086956522,1.47475953300281
"{long life bakery product} => {whole milk}",0.0135217568117121,0.361413043478261,1.41458762262323
"{dessert} => {soda}",0.00986173241154941,0.265753424657534,1.52416949558688
"{dessert} => {yogurt}",0.00986173241154941,0.265753424657534,1.90521186948361
"{dessert} => {other vegetables}",0.0115900772671818,0.312328767123288,1.61432777373865
"{dessert} => {whole milk}",0.01372509150061,0.36986301369863,1.44766120284112
"{cream cheese} => {yogurt}",0.0124034160227735,0.312820512820513,2.24264035284443
"{cream cheese} => {rolls/buns}",0.00996339975599837,0.251282051282051,1.36628538220578
"{cream cheese} => {other vegetables}",0.01372509150061,0.346153846153846,1.78915881806055
"{cream cheese} => {whole milk}",0.016470109800732,0.415384615384615,1.62583488934464
"{chicken} => {root vegetables}",0.010878405856039,0.253554502369668,2.32645716913065
"{chicken} => {other vegetables}",0.0178934526230175,0.417061611374408,2.15565843903241
"{chicken} => {whole milk}",0.0175884505896706,0.409952606635071,1.60457375203444
"{white bread} => {other vegetables}",0.01372509150061,0.326086956521739,1.68543946628893
"{white bread} => {whole milk}",0.0170801138674258,0.405797101449275,1.58830890961205
"{chocolate} => {soda}",0.0135217568117121,0.272540983606557,1.56309802609568
"{chocolate} => {other vegetables}",0.0127084180561204,0.256147540983607,1.323944935951
"{chocolate} => {whole milk}",0.0166734444896299,0.336065573770492,1.31537643597555
"{coffee} => {whole milk}",0.0187067913786092,0.322241681260946,1.26126907158084
"{frozen vegetables} => {yogurt}",0.0124034160227735,0.257928118393235,1.84911149600281
"{frozen vegetables} => {other vegetables}",0.0177917852785685,0.369978858350951,1.91230270664212
"{frozen vegetables} => {whole milk}",0.0204351362342416,0.424947145877378,1.66326308270987
"{beef} => {root vegetables}",0.0173851159007727,0.331395348837209,3.0406759805623
"{beef} => {rolls/buns}",0.013623424156161,0.25968992248062,1.41200114843526
"{beef} => {other vegetables}",0.0197234648230988,0.375968992248062,1.94326379808299
"{beef} => {whole milk}",0.0212484749898333,0.405038759689922,1.58534072435737
"{curd} => {yogurt}",0.0172834485563237,0.324427480916031,2.32585182382659
"{curd} => {other vegetables}",0.0171817812118747,0.322519083969466,1.6669982711107
"{curd} => {whole milk}",0.0261285075233835,0.490458015267176,1.91967570161876
"{napkins} => {other vegetables}",0.0144367629117527,0.275728155339806,1.42515088592871
"{napkins} => {whole milk}",0.0197234648230988,0.376699029126214,1.47441768821545
"{pork} => {other vegetables}",0.0216551443676291,0.375661375661376,1.94167382606689
"{pork} => {whole milk}",0.0221634810898739,0.384479717813051,1.50487166908443
"{frankfurter} => {rolls/buns}",0.019215128100854,0.325862068965517,1.77179619145651
"{frankfurter} => {other vegetables}",0.016470109800732,0.279310344827586,1.44366608077989
"{frankfurter} => {whole milk}",0.0205368035786905,0.348275862068965,1.36316807771999
"{bottled beer} => {whole milk}",0.0204351362342416,0.253787878787879,0.99333767439617
"{brown bread} => {other vegetables}",0.0187067913786092,0.288401253918495,1.4906540901431
"{brown bread} => {whole milk}",0.0252135014233428,0.38871473354232,1.52144771950746
"{margarine} => {rolls/buns}",0.0147417649450996,0.251736111111111,1.36875422271359
"{margarine} => {other vegetables}",0.0197234648230988,0.336805555555556,1.74084048578268
"{margarine} => {whole milk}",0.0241968279788532,0.413194444444444,1.61726245744352
"{butter} => {yogurt}",0.0146400976006507,0.264220183486239,1.89421991601359
"{butter} => {other vegetables}",0.0200284668564457,0.361467889908257,1.86831222550584
"{butter} => {whole milk}",0.027551850345669,0.497247706422018,1.94625087161439
"{newspapers} => {whole milk}",0.027348515656771,0.342675159235669,1.34124666384482
"{domestic eggs} => {other vegetables}",0.0222651484343229,0.350961538461538,1.81400824608917
"{domestic eggs} => {whole milk}",0.0299918666124441,0.47275641025641,1.85039078841307
"{fruit/vegetable juice} => {soda}",0.0184017893452623,0.254571026722925,1.46003534626629
"{fruit/vegetable juice} => {yogurt}",0.0187067913786092,0.258790436005626,1.85529353392955
"{fruit/vegetable juice} => {other vegetables}",0.0210451403009353,0.291139240506329,1.5048058694799
"{fruit/vegetable juice} => {whole milk}",0.0266368442456283,0.368495077355837,1.44230703576284
"{whipped/sour cream} => {yogurt}",0.0207401382675884,0.28936170212766,2.07446188201724
"{whipped/sour cream} => {other vegetables}",0.0288735258235055,0.402836879432624,2.08213533688875
"{whipped/sour cream} => {whole milk}",0.0322285481903213,0.449645390070922,1.75993317020994
"{pip fruit} => {tropical fruit}",0.0204351362342416,0.270161290322581,2.57490935233808
"{pip fruit} => {other vegetables}",0.0261285075233835,0.345430107526882,1.78541804394872
"{pip fruit} => {whole milk}",0.030093533956893,0.397849462365591,1.55720147705052
"{pastry} => {other vegetables}",0.0225701504676698,0.253714285714286,1.31136821559943
"{pastry} => {whole milk}",0.0332452216348109,0.373714285714286,1.46273526235007
"{citrus fruit} => {yogurt}",0.0216551443676291,0.261670761670762,1.87594286573878
"{citrus fruit} => {other vegetables}",0.0288735258235055,0.348894348894349,1.80332360258792
"{citrus fruit} => {whole milk}",0.0305002033346889,0.368550368550369,1.44252344809448
"{sausage} => {soda}",0.0242984953233022,0.258658008658009,1.48347531962692
"{sausage} => {rolls/buns}",0.0306018706791379,0.325757575757576,1.77122803490963
"{sausage} => {other vegetables}",0.0269418462789752,0.286796536796537,1.48235981919639
"{sausage} => {whole milk}",0.0298901992679951,0.318181818181818,1.2453785768549
"{bottled water} => {soda}",0.0289751931679545,0.262189512419503,1.50372947181238
"{bottled water} => {whole milk}",0.0343635624237495,0.310947562097516,1.21706335885045
"{tropical fruit} => {yogurt}",0.0292801952013013,0.27906976744186,2.00067801206861
"{tropical fruit} => {other vegetables}",0.0358885725904839,0.342054263565891,1.76796938330747
"{tropical fruit} => {whole milk}",0.0422936152907686,0.403100775193798,1.57775536203987
"{root vegetables} => {other vegetables}",0.0473769825132168,0.434701492537313,2.24683335816974
"{root vegetables} => {whole milk}",0.0489019926799512,0.448694029850746,1.75620950163627
"{yogurt} => {other vegetables}",0.0434119560797072,0.311224489795918,1.60862011646487
"{yogurt} => {whole milk}",0.0560187067913786,0.401603498542274,1.57189495091994
"{rolls/buns} => {whole milk}",0.0566287108580724,0.307904919845218,1.20515431420516
"{other vegetables} => {whole milk}",0.0748271655144368,0.386757750919601,1.5137879976304
"{whole milk} => {other vegetables}",0.0748271655144368,0.292877039395145,1.5137879976304
"{onions,other vegetables} => {whole milk}",0.00660837738918259,0.464285714285714,1.81723608663521
"{onions,whole milk} => {other vegetables}",0.00660837738918259,0.546218487394958,2.82322913400778
"{hamburger meat,other vegetables} => {whole milk}",0.00630337535583571,0.455882352941176,1.78434493574589
"{hamburger meat,whole milk} => {other vegetables}",0.00630337535583571,0.427586206896552,2.21005671625564
"{other vegetables,sugar} => {whole milk}",0.00630337535583571,0.584905660377358,2.28934821944755
"{sugar,whole milk} => {other vegetables}",0.00630337535583571,0.418918918918919,2.16525826930451
"{cream cheese,yogurt} => {whole milk}",0.00660837738918259,0.532786885245902,2.0853528863027
"{cream cheese,whole milk} => {yogurt}",0.00660837738918259,0.401234567901235,2.87648922002663
"{cream cheese,other vegetables} => {whole milk}",0.00671004473363156,0.488888888888889,1.91353406729451
"{cream cheese,whole milk} => {other vegetables}",0.00671004473363156,0.407407407407407,2.10575893812888
"{chicken,other vegetables} => {whole milk}",0.00843838958926393,0.471590909090909,1.84582896212423
"{chicken,whole milk} => {other vegetables}",0.00843838958926393,0.479768786127168,2.47977182361893
"{coffee,other vegetables} => {whole milk}",0.00640504270028467,0.477272727272727,1.86806786528235
"{coffee,whole milk} => {other vegetables}",0.00640504270028467,0.342391304347826,1.76971143960337
"{frozen vegetables,root vegetables} => {other vegetables}",0.00610004066693778,0.526315789473684,2.72035843681721
"{frozen vegetables,other vegetables} => {root vegetables}",0.00610004066693778,0.342857142857143,3.14584221748401
"{frozen vegetables,root vegetables} => {whole milk}",0.00620170801138674,0.535087719298246,2.09435845882115
"{frozen vegetables,whole milk} => {root vegetables}",0.00620170801138674,0.303482587064677,2.7845659760897
"{frozen vegetables,yogurt} => {whole milk}",0.00610004066693778,0.491803278688525,1.92494112581788
"{frozen vegetables,whole milk} => {yogurt}",0.00610004066693778,0.298507462686567,2.14002871937688
"{frozen vegetables,other vegetables} => {whole milk}",0.00965839772265148,0.542857142857143,2.1247683474504
"{frozen vegetables,whole milk} => {other vegetables}",0.00965839772265148,0.472636815920398,2.44290894450501
"{beef,root vegetables} => {other vegetables}",0.00793005286701911,0.456140350877193,2.35764397857492
"{beef,other vegetables} => {root vegetables}",0.00793005286701911,0.402061855670103,3.68906754885367
"{beef,root vegetables} => {whole milk}",0.00803172021146808,0.461988304093567,1.80824391526635
"{beef,whole milk} => {root vegetables}",0.00803172021146808,0.37799043062201,3.46820324216239
"{beef,yogurt} => {whole milk}",0.00610004066693778,0.521739130434783,2.04211145521549
"{beef,whole milk} => {yogurt}",0.00610004066693778,0.287081339712919,2.0581137444725
"{beef,rolls/buns} => {whole milk}",0.00681171207808052,0.5,1.95702347791484
"{beef,whole milk} => {rolls/buns}",0.00681171207808052,0.320574162679426,1.74304447988659
"{beef,other vegetables} => {whole milk}",0.00925172834485563,0.469072164948454,1.83597047928094
"{beef,whole milk} => {other vegetables}",0.00925172834485563,0.435406698564593,2.25047834318515
"{curd,tropical fruit} => {whole milk}",0.00650671004473363,0.633663366336634,2.48018817003069
"{curd,root vegetables} => {whole milk}",0.00620170801138674,0.570093457943925,2.23137256360384
"{curd,yogurt} => {other vegetables}",0.00610004066693778,0.352941176470588,1.82424036351272
"{curd,other vegetables} => {yogurt}",0.00610004066693778,0.355029585798817,2.54524125795711
"{curd,yogurt} => {whole milk}",0.0100650671004473,0.582352941176471,2.27935675663023
"{curd,whole milk} => {yogurt}",0.0100650671004473,0.385214007782101,2.76163628319588
"{curd,other vegetables} => {whole milk}",0.00986173241154941,0.57396449704142,2.24652399239929
"{curd,whole milk} => {other vegetables}",0.00986173241154941,0.377431906614786,1.95082513581873
"{napkins,yogurt} => {whole milk}",0.00610004066693778,0.495867768595041,1.94084973016348
"{napkins,whole milk} => {yogurt}",0.00610004066693778,0.309278350515464,2.21724625048841
"{napkins,other vegetables} => {whole milk}",0.00681171207808052,0.471830985915493,1.84676863408865
"{napkins,whole milk} => {other vegetables}",0.00681171207808052,0.345360824742268,1.78505994333418
"{pork,root vegetables} => {other vegetables}",0.00701504676697845,0.514925373134328,2.66148500796072
"{other vegetables,pork} => {root vegetables}",0.00701504676697845,0.323943661971831,2.97230397309229
"{pork,root vegetables} => {whole milk}",0.00681171207808052,0.5,1.95702347791484
"{pork,whole milk} => {root vegetables}",0.00681171207808052,0.307339449541284,2.81995412844037
"{pork,rolls/buns} => {whole milk}",0.00620170801138674,0.54954954954955,2.15096274149199
"{pork,whole milk} => {rolls/buns}",0.00620170801138674,0.279816513761468,1.52143462098275
"{other vegetables,pork} => {whole milk}",0.0101667344448963,0.469483568075117,1.83758073043647
"{pork,whole milk} => {other vegetables}",0.0101667344448963,0.458715596330275,2.37095460089574
"{frankfurter,yogurt} => {whole milk}",0.00620170801138674,0.554545454545455,2.17051694823283
"{frankfurter,whole milk} => {yogurt}",0.00620170801138674,0.301980198019802,2.1649250930924
"{frankfurter,other vegetables} => {whole milk}",0.00762505083367222,0.462962962962963,1.81205877584708
"{frankfurter,whole milk} => {other vegetables}",0.00762505083367222,0.371287128712871,1.91906473884383
"{bottled beer,bottled water} => {whole milk}",0.00610004066693778,0.387096774193548,1.51511495064375
"{bottled beer,whole milk} => {bottled water}",0.00610004066693778,0.298507462686567,2.70112180587403
"{bottled beer,other vegetables} => {whole milk}",0.00762505083367222,0.471698113207547,1.84624856407061
"{bottled beer,whole milk} => {other vegetables}",0.00762505083367222,0.373134328358209,1.92861232460922
"{brown bread,yogurt} => {whole milk}",0.00711671411142741,0.48951048951049,1.91596704131523
"{brown bread,whole milk} => {yogurt}",0.00711671411142741,0.282258064516129,2.02353522053983
"{brown bread,other vegetables} => {whole milk}",0.00935339568930459,0.5,1.95702347791484
"{brown bread,whole milk} => {other vegetables}",0.00935339568930459,0.370967741935484,1.91741393046633
"{margarine,yogurt} => {whole milk}",0.00701504676697845,0.492857142857143,1.92906599965892
"{margarine,whole milk} => {yogurt}",0.00701504676697845,0.289915966386555,2.07843545581498
"{margarine,rolls/buns} => {whole milk}",0.00793005286701911,0.537931034482759,2.10548732796356
"{margarine,whole milk} => {rolls/buns}",0.00793005286701911,0.327731092436975,1.78195855456611
"{margarine,other vegetables} => {whole milk}",0.00925172834485563,0.469072164948454,1.83597047928094
"{margarine,whole milk} => {other vegetables}",0.00925172834485563,0.382352941176471,1.97626039380545
"{butter,whipped/sour cream} => {whole milk}",0.00671004473363156,0.66,2.58327099084759
"{butter,tropical fruit} => {whole milk}",0.00620170801138674,0.622448979591837,2.43629453373072
"{butter,root vegetables} => {other vegetables}",0.00660837738918259,0.511811023622047,2.64538792871595
"{butter,other vegetables} => {root vegetables}",0.00660837738918259,0.32994923857868,3.02740737934692
"{butter,root vegetables} => {whole milk}",0.008235054900366,0.637795275590551,2.49636065686775
"{butter,whole milk} => {root vegetables}",0.008235054900366,0.298892988929889,2.74245470066641
"{butter,yogurt} => {other vegetables}",0.00640504270028467,0.4375,2.26129795060431
"{butter,other vegetables} => {yogurt}",0.00640504270028467,0.319796954314721,2.29265513311924
"{butter,yogurt} => {whole milk}",0.00935339568930459,0.638888888888889,2.50064111066897
"{butter,whole milk} => {yogurt}",0.00935339568930459,0.339483394833948,2.4337891192323
"{butter,rolls/buns} => {whole milk}",0.00660837738918259,0.492424242424242,1.92737160703735
"{butter,other vegetables} => {whole milk}",0.0114884099227328,0.573604060913706,2.24511322847084
"{butter,whole milk} => {other vegetables}",0.0114884099227328,0.416974169741697,2.15520648112419
"{newspapers,yogurt} => {whole milk}",0.00660837738918259,0.43046357615894,1.68485464986046
"{newspapers,rolls/buns} => {whole milk}",0.00762505083367222,0.38659793814433,1.51316248292385
"{newspapers,whole milk} => {rolls/buns}",0.00762505083367222,0.278810408921933,1.51596416924054
"{newspapers,other vegetables} => {whole milk}",0.00833672224481496,0.431578947368421,1.68922026514755
"{newspapers,whole milk} => {other vegetables}",0.00833672224481496,0.304832713754647,1.57558306489265
"{domestic eggs,tropical fruit} => {whole milk}",0.00691337942252948,0.607142857142857,2.37638565175374
"{domestic eggs,root vegetables} => {other vegetables}",0.00732004880032534,0.51063829787234,2.63932648338011
"{domestic eggs,other vegetables} => {root vegetables}",0.00732004880032534,0.328767123287671,3.01656103046412
"{domestic eggs,root vegetables} => {whole milk}",0.00854005693371289,0.595744680851064,2.33177265453683
"{domestic eggs,whole milk} => {root vegetables}",0.00854005693371289,0.284745762711864,2.61264862130028
"{domestic eggs,yogurt} => {whole milk}",0.00772671817812119,0.539007092198582,2.10969906839047
"{domestic eggs,whole milk} => {yogurt}",0.00772671817812119,0.257627118644068,1.84695359984187
"{domestic eggs,rolls/buns} => {whole milk}",0.00660837738918259,0.422077922077922,1.65203280603201
"{domestic eggs,other vegetables} => {whole milk}",0.0123017486783245,0.552511415525114,2.16255562399722
"{domestic eggs,whole milk} => {other vegetables}",0.0123017486783245,0.410169491525424,2.1200352699128
"{fruit/vegetable juice,tropical fruit} => {other vegetables}",0.00660837738918259,0.481481481481481,2.48862419960686
"{fruit/vegetable juice,other vegetables} => {tropical fruit}",0.00660837738918259,0.314009661835749,2.99282852113995
"{fruit/vegetable juice,root vegetables} => {other vegetables}",0.00660837738918259,0.550847457627119,2.84715480463497
"{fruit/vegetable juice,other vegetables} => {root vegetables}",0.00660837738918259,0.314009661835749,2.88115581512726
"{fruit/vegetable juice,root vegetables} => {whole milk}",0.00650671004473363,0.542372881355932,2.12287292519576
"{fruit/vegetable juice,soda} => {whole milk}",0.00610004066693778,0.331491712707182,1.29747412900432
"{fruit/vegetable juice,yogurt} => {other vegetables}",0.008235054900366,0.440217391304348,2.27534327949005
"{fruit/vegetable juice,other vegetables} => {yogurt}",0.008235054900366,0.391304347826087,2.8052985169223
"{fruit/vegetable juice,yogurt} => {whole milk}",0.00945506303375356,0.505434782608696,1.97829547224
"{fruit/vegetable juice,whole milk} => {yogurt}",0.00945506303375356,0.354961832061069,2.54475552489262
"{fruit/vegetable juice,other vegetables} => {whole milk}",0.0104717364782432,0.497584541062802,1.94756925821477
"{fruit/vegetable juice,whole milk} => {other vegetables}",0.0104717364782432,0.393129770992366,2.0319623896379
"{citrus fruit,whipped/sour cream} => {whole milk}",0.00630337535583571,0.579439252336449,2.26795244169571
"{tropical fruit,whipped/sour cream} => {yogurt}",0.00620170801138674,0.448529411764706,3.21555050591665
"{whipped/sour cream,yogurt} => {tropical fruit}",0.00620170801138674,0.299019607843137,2.8499582003344
"{tropical fruit,whipped/sour cream} => {other vegetables}",0.00782838552257015,0.566176470588235,2.92638558313499
"{other vegetables,whipped/sour cream} => {tropical fruit}",0.00782838552257015,0.27112676056338,2.58411125668741
"{tropical fruit,whipped/sour cream} => {whole milk}",0.00793005286701911,0.573529411764706,2.24482104819644
"{root vegetables,whipped/sour cream} => {yogurt}",0.00640504270028467,0.375,2.6884110787172
"{whipped/sour cream,yogurt} => {root vegetables}",0.00640504270028467,0.308823529411765,2.83357111501317
"{root vegetables,whipped/sour cream} => {other vegetables}",0.00854005693371289,0.5,2.58434051497635
"{other vegetables,whipped/sour cream} => {root vegetables}",0.00854005693371289,0.295774647887324,2.71384275804078
"{root vegetables,whipped/sour cream} => {whole milk}",0.00945506303375356,0.553571428571429,2.16670456483429
"{whipped/sour cream,whole milk} => {root vegetables}",0.00945506303375356,0.293375394321767,2.69182871133293
"{whipped/sour cream,yogurt} => {other vegetables}",0.0101667344448963,0.490196078431373,2.53366717154544
"{other vegetables,whipped/sour cream} => {yogurt}",0.0101667344448963,0.352112676056338,2.52432965137765
"{whipped/sour cream,yogurt} => {whole milk}",0.010878405856039,0.524509803921569,2.05295600134204
"{whipped/sour cream,whole milk} => {yogurt}",0.010878405856039,0.337539432176656,2.4198526639137
"{rolls/buns,whipped/sour cream} => {other vegetables}",0.00671004473363156,0.458333333333333,2.36897880539499
"{rolls/buns,whipped/sour cream} => {whole milk}",0.00782838552257015,0.534722222222222,2.09292788610337
"{other vegetables,whipped/sour cream} => {whole milk}",0.0146400976006507,0.507042253521127,1.98458718887139
"{whipped/sour cream,whole milk} => {other vegetables}",0.0146400976006507,0.454258675078864,2.34791819657158
"{pip fruit,tropical fruit} => {yogurt}",0.00640504270028467,0.313432835820896,2.24703015534572
"{pip fruit,yogurt} => {tropical fruit}",0.00640504270028467,0.355932203389831,3.39239258967284
"{pip fruit,tropical fruit} => {other vegetables}",0.00945506303375356,0.462686567164179,2.39147928251543
"{other vegetables,pip fruit} => {tropical fruit}",0.00945506303375356,0.361867704280156,3.44896389467017
"{other vegetables,tropical fruit} => {pip fruit}",0.00945506303375356,0.263456090651558,3.48300283286119
"{pip fruit,tropical fruit} => {whole milk}",0.00843838958926393,0.412935323383085,1.61624824544211
"{pip fruit,whole milk} => {tropical fruit}",0.00843838958926393,0.280405405405405,2.67254609260423
"{pip fruit,root vegetables} => {other vegetables}",0.00813338755591704,0.522875816993464,2.70257831631514
"{other vegetables,pip fruit} => {root vegetables}",0.00813338755591704,0.311284046692607,2.85614727916836
"{pip fruit,root vegetables} => {whole milk}",0.00894672631150874,0.57516339869281,2.25121654975825
"{pip fruit,whole milk} => {root vegetables}",0.00894672631150874,0.297297297297297,2.72781363453005
"{pip fruit,yogurt} => {other vegetables}",0.00813338755591704,0.451977401129944,2.33612701918766
"{other vegetables,pip fruit} => {yogurt}",0.00813338755591704,0.311284046692607,2.23162527935021
"{pip fruit,yogurt} => {whole milk}",0.00955673037820252,0.531073446327684,2.07864640592085
"{pip fruit,whole milk} => {yogurt}",0.00955673037820252,0.317567567567568,2.27667244503979
"{pip fruit,rolls/buns} => {whole milk}",0.00620170801138674,0.445255474452555,1.74275083434752
"{other vegetables,pip fruit} => {whole milk}",0.0135217568117121,0.517509727626459,2.02555737402859
"{pip fruit,whole milk} => {other vegetables}",0.0135217568117121,0.449324324324324,2.32241411143145
"{pastry,tropical fruit} => {whole milk}",0.00671004473363156,0.507692307692308,1.98713153142122
"{pastry,soda} => {whole milk}",0.008235054900366,0.391304347826087,1.53158359141162
"{pastry,yogurt} => {other vegetables}",0.00660837738918259,0.373563218390805,1.93082912038463
"{other vegetables,pastry} => {yogurt}",0.00660837738918259,0.292792792792793,2.09905970110052
"{pastry,yogurt} => {whole milk}",0.00915006100040667,0.517241379310345,2.0245070461188
"{pastry,whole milk} => {yogurt}",0.00915006100040667,0.275229357798165,1.97314574584749
"{pastry,rolls/buns} => {other vegetables}",0.00610004066693778,0.29126213592233,1.50544107668525
"{other vegetables,pastry} => {rolls/buns}",0.00610004066693778,0.27027027027027,1.46952923072326
"{pastry,rolls/buns} => {whole milk}",0.00854005693371289,0.407766990291262,1.59601914703735
"{pastry,whole milk} => {rolls/buns}",0.00854005693371289,0.256880733944954,1.39672686516449
"{other vegetables,pastry} => {whole milk}",0.0105734038226922,0.468468468468468,1.8336075829112
"{pastry,whole milk} => {other vegetables}",0.0105734038226922,0.318042813455657,1.64386185662104
"{citrus fruit,tropical fruit} => {yogurt}",0.00630337535583571,0.316326530612245,2.26777533170703
"{citrus fruit,yogurt} => {tropical fruit}",0.00630337535583571,0.291079812206573,2.7742839465735
"{citrus fruit,tropical fruit} => {other vegetables}",0.00904839365595771,0.454081632653061,2.34700312074383
"{citrus fruit,other vegetables} => {tropical fruit}",0.00904839365595771,0.313380281690141,2.98682989409324
"{other vegetables,tropical fruit} => {citrus fruit}",0.00904839365595771,0.252124645892351,3.04655776043878
"{citrus fruit,tropical fruit} => {whole milk}",0.00904839365595771,0.454081632653061,1.77729683198389
"{citrus fruit,whole milk} => {tropical fruit}",0.00904839365595771,0.296666666666667,2.8275322997416
"{citrus fruit,root vegetables} => {other vegetables}",0.0103700691337942,0.586206896551724,3.02991646583434
"{citrus fruit,other vegetables} => {root vegetables}",0.0103700691337942,0.359154929577465,3.29538049190666
